2025-04-21 14:11:24,386 - INFO - Found 1493 contestant images across 43 seasons
2025-04-21 14:11:24,387 - INFO - Created backup of original file at src/data/tribeData.js.backup
2025-04-21 14:11:24,428 - INFO - Season 36, Tribe Naviti: 'Angela' -> 'Angela Perkins' with image
2025-04-21 14:11:24,428 - INFO - Season 36, Tribe Naviti: 'Chris' -> 'Chris Noble' with image
2025-04-21 14:11:24,428 - INFO - Season 36, Tribe Naviti: 'Morgan' -> 'Morgan Ricke' with image
2025-04-21 14:11:24,428 - INFO - Season 37, Tribe David: 'Nick' -> 'Nick Wilson' with image
2025-04-21 14:11:24,428 - INFO - Season 37, Tribe David: 'Mike' -> 'Mike White' with image
2025-04-21 14:11:24,428 - INFO - Season 37, Tribe David: 'Davie' -> 'Davie Rickenbacker' with image
2025-04-21 14:11:24,428 - INFO - Season 37, Tribe David: 'Christian' -> 'Christian Hubicki' with image
2025-04-21 14:11:24,428 - INFO - Season 37, Tribe David: 'Gabby' -> 'Gabby Pascuzzi' with image
2025-04-21 14:11:24,429 - INFO - Season 37, Tribe David: 'Carl' -> 'Carl Boudreaux' with image
2025-04-21 14:11:24,429 - INFO - Season 37, Tribe David: 'Elizabeth' -> 'Elizabeth Olson' with image
2025-04-21 14:11:24,429 - INFO - Season 37, Tribe David: 'Bi' -> 'Bi Nguyen' with image
2025-04-21 14:11:24,429 - INFO - Season 37, Tribe David: 'Jessica' -> 'Jessica Peet' with image
2025-04-21 14:11:24,429 - INFO - Season 37, Tribe David: 'Pat' -> 'Pat Cusack' with image
2025-04-21 14:11:24,430 - INFO - Updated 254 contestant names and 254 image paths in src/data/tribeData.js
2025-04-21 14:11:24,430 - INFO - Done!
